Close Time,Current Price,Last Price,Price Change,Price Change Percent,Open Price,High Price,Low Price,Volume,Bid Price,Ask Price,Weighted Avg Price
2024-10-31 17:19:06,72293.85000000,72296.97000000,-224.16000000,-0.309,72521.13000000,72961.00000000,71436.00000000,25267.19413000,72296.96000000,72296.97000000,72172.39912099
2024-10-31 17:20:07,72289.89000000,72289.89000000,-239.00000000,-0.330,72528.89000000,72961.00000000,71436.00000000,25263.85048000,72289.89000000,72289.90000000,72172.27986143
2024-10-31 17:21:07,72278.52000000,72278.51000000,-250.37000000,-0.345,72528.88000000,72961.00000000,71436.00000000,25265.53360000,72278.51000000,72278.52000000,72172.24644100
2024-10-31 17:22:07,72272.02000000,72272.02000000,-294.90000000,-0.406,72566.92000000,72961.00000000,71436.00000000,25260.98822000,72272.01000000,72272.02000000,72172.12140614
2024-10-31 17:23:08,72247.99000000,72247.99000000,-268.02000000,-0.370,72516.01000000,72961.00000000,71436.00000000,25266.77567000,72247.99000000,72248.00000000,72172.05845735
2024-10-31 17:24:08,72236.35000000,72236.35000000,-239.84000000,-0.331,72476.19000000,72961.00000000,71436.00000000,25266.25442000,72236.35000000,72236.36000000,72171.98562842
2024-10-31 17:25:08,72261.38000000,72261.39000000,-218.61000000,-0.302,72480.00000000,72961.00000000,71436.00000000,25264.89482000,72261.38000000,72261.39000000,72171.92448286
2024-10-31 17:26:09,72252.00000000,72254.00000000,-226.00000000,-0.312,72480.00000000,72961.00000000,71436.00000000,25275.69630000,72253.99000000,72254.00000000,72171.94410370
2024-10-31 17:27:09,72267.97000000,72267.97000000,-212.03000000,-0.293,72480.00000000,72961.00000000,71436.00000000,25272.22165000,72267.97000000,72267.98000000,72171.87445047
2024-10-31 17:28:10,72266.39000000,72266.39000000,-213.83000000,-0.295,72480.22000000,72961.00000000,71436.00000000,25273.20646000,72266.38000000,72266.39000000,72171.84218859
2024-10-31 17:29:10,72273.99000000,72274.00000000,-206.22000000,-0.285,72480.22000000,72961.00000000,71436.00000000,25275.43088000,72273.99000000,72274.00000000,72171.82750115
2024-10-31 17:30:10,72267.21000000,72267.21000000,-236.79000000,-0.327,72504.00000000,72961.00000000,71436.00000000,25272.69830000,72267.20000000,72267.21000000,72171.76512895
2024-10-31 17:31:11,72275.45000000,72275.45000000,-212.36000000,-0.293,72487.81000000,72961.00000000,71436.00000000,25261.23528000,72275.45000000,72275.46000000,72171.53627409
2024-10-31 17:32:11,72277.36000000,72277.36000000,-167.25000000,-0.231,72444.61000000,72961.00000000,71436.00000000,25255.49357000,72277.35000000,72277.36000000,72171.43551620
2024-10-31 17:33:11,72289.00000000,72289.00000000,-157.01000000,-0.217,72446.01000000,72961.00000000,71436.00000000,25256.55524000,72288.99000000,72289.00000000,72171.33637102
2024-10-31 17:34:11,72291.83000000,72291.83000000,-112.51000000,-0.155,72404.34000000,72961.00000000,71436.00000000,25248.98740000,72291.82000000,72291.83000000,72171.23580647
2024-10-31 17:35:12,72308.00000000,72308.00000000,-119.37000000,-0.165,72427.37000000,72961.00000000,71436.00000000,25246.84323000,72307.99000000,72308.00000000,72171.17829440
2024-10-31 17:36:12,72315.57000000,72315.57000000,-84.43000000,-0.117,72400.00000000,72961.00000000,71436.00000000,25243.04191000,72315.56000000,72315.57000000,72171.12590131
2024-10-31 17:37:13,72333.33000000,72333.33000000,-72.68000000,-0.100,72406.01000000,72961.00000000,71436.00000000,25235.57421000,72333.33000000,72333.34000000,72171.03591878
2024-10-31 17:38:13,72333.35000000,72333.34000000,-90.67000000,-0.125,72424.01000000,72961.00000000,71436.00000000,25217.24723000,72333.34000000,72333.35000000,72170.84293954
2024-10-31 17:39:13,72325.99000000,72325.99000000,-79.72000000,-0.110,72405.71000000,72961.00000000,71436.00000000,25226.61063000,72325.99000000,72326.00000000,72170.86740960
2024-10-31 17:40:14,72334.02000000,72334.01000000,-65.91000000,-0.091,72399.92000000,72961.00000000,71436.00000000,25214.50125000,72334.01000000,72334.02000000,72170.73843952
2024-10-31 17:41:14,72333.34000000,72330.00000000,-89.98000000,-0.124,72419.98000000,72961.00000000,71436.00000000,25198.60251000,72330.00000000,72330.01000000,72170.57782229
2024-10-31 17:42:14,72340.53000000,72340.53000000,-69.47000000,-0.096,72410.00000000,72961.00000000,71436.00000000,25201.09163000,72340.52000000,72340.53000000,72170.57961787
2024-10-31 17:43:15,72357.96000000,72357.96000000,-68.39000000,-0.094,72426.35000000,72961.00000000,71436.00000000,25165.65511000,72357.95000000,72357.96000000,72170.23721374
2024-10-31 17:44:15,72488.01000000,72488.00000000,43.52000000,0.060,72444.48000000,72961.00000000,71436.00000000,25177.53654000,72488.00000000,72488.01000000,72170.37086319
2024-10-31 17:45:15,72508.00000000,72508.00000000,102.34000000,0.141,72405.66000000,72961.00000000,71436.00000000,25149.89497000,72508.00000000,72508.01000000,72170.12580829
2024-10-31 17:46:16,72564.00000000,72564.01000000,164.01000000,0.227,72400.00000000,72961.00000000,71436.00000000,25160.54831000,72564.00000000,72564.01000000,72170.36964445
2024-10-31 17:47:16,72650.01000000,72650.00000000,268.50000000,0.371,72381.50000000,72961.00000000,71436.00000000,25226.86730000,72650.00000000,72650.01000000,72171.71164855
2024-10-31 17:48:17,72612.01000000,72612.00000000,242.01000000,0.334,72369.99000000,72961.00000000,71436.00000000,25238.10777000,72612.00000000,72612.01000000,72172.02301880
2024-10-31 17:49:17,72629.99000000,72629.99000000,250.00000000,0.345,72379.99000000,72961.00000000,71436.00000000,25257.09497000,72629.99000000,72630.00000000,72172.40420006
2024-10-31 17:50:17,72663.99000000,72663.99000000,286.00000000,0.395,72377.99000000,72961.00000000,71436.00000000,25271.98309000,72663.99000000,72664.00000000,72172.77060556
2024-10-31 17:51:18,72651.99000000,72651.99000000,269.80000000,0.373,72382.19000000,72961.00000000,71436.00000000,25239.33488000,72651.99000000,72652.00000000,72172.64796595
2024-10-31 17:52:18,72652.01000000,72652.01000000,267.49000000,0.370,72384.52000000,72961.00000000,71436.00000000,25220.43219000,72652.00000000,72652.01000000,72172.78472962
2024-10-31 17:53:18,72670.01000000,72670.01000000,286.00000000,0.395,72384.01000000,72961.00000000,71436.00000000,25228.61877000,72670.00000000,72670.01000000,72172.96405133
2024-10-31 17:54:19,72699.99000000,72699.99000000,317.99000000,0.439,72382.00000000,72961.00000000,71436.00000000,25237.77613000,72699.99000000,72700.00000000,72173.18879616
2024-10-31 17:55:19,72594.00000000,72594.00000000,206.00000000,0.285,72388.00000000,72961.00000000,71436.00000000,25348.36965000,72594.00000000,72594.01000000,72175.20361561
2024-10-31 17:56:20,72643.76000000,72643.76000000,253.77000000,0.351,72389.99000000,72961.00000000,71436.00000000,25354.15762000,72643.75000000,72643.76000000,72175.41099910
2024-10-31 17:57:20,72651.99000000,72652.00000000,272.00000000,0.376,72380.00000000,72961.00000000,71436.00000000,25383.31848000,72651.99000000,72652.00000000,72175.98519333
2024-10-31 17:58:20,72663.20000000,72663.20000000,283.20000000,0.391,72380.00000000,72961.00000000,71436.00000000,25393.89023000,72663.19000000,72663.20000000,72176.19698438
2024-10-31 17:59:20,72672.00000000,72672.00000000,299.99000000,0.415,72372.01000000,72961.00000000,71436.00000000,25393.93461000,72672.00000000,72672.01000000,72176.23962209
2024-10-31 18:00:21,72639.63000000,72639.62000000,261.61000000,0.361,72378.01000000,72961.00000000,71436.00000000,25445.31388000,72639.62000000,72639.63000000,72177.28061649
2024-10-31 18:01:21,72589.46000000,72589.45000000,233.44000000,0.323,72356.01000000,72961.00000000,71436.00000000,25461.24555000,72589.45000000,72589.46000000,72177.67076246
2024-10-31 18:02:22,72592.00000000,72592.01000000,259.74000000,0.359,72332.27000000,72961.00000000,71436.00000000,25470.72103000,72592.00000000,72592.01000000,72177.91896594
2024-10-31 18:03:22,72591.99000000,72592.00000000,292.00000000,0.404,72300.00000000,72961.00000000,71436.00000000,25425.47730000,72591.99000000,72592.00000000,72177.72025958
2024-10-31 18:04:22,72534.01000000,72537.25000000,236.89000000,0.328,72300.36000000,72961.00000000,71436.00000000,25414.94144000,72537.24000000,72537.25000000,72177.82869602
2024-10-31 18:05:23,72561.54000000,72561.54000000,249.54000000,0.345,72312.00000000,72961.00000000,71436.00000000,25431.98150000,72561.53000000,72561.54000000,72178.17901291
2024-10-31 18:06:23,72523.20000000,72523.20000000,219.21000000,0.303,72303.99000000,72961.00000000,71436.00000000,25456.73102000,72523.20000000,72523.21000000,72178.62328571
2024-10-31 18:07:24,72522.00000000,72522.00000000,233.60000000,0.323,72288.40000000,72961.00000000,71436.00000000,25455.17942000,72522.00000000,72522.01000000,72178.67562627
2024-10-31 18:08:24,72523.99000000,72524.00000000,230.01000000,0.318,72293.99000000,72961.00000000,71436.00000000,25452.20434000,72523.99000000,72524.00000000,72178.71837754
2024-10-31 18:09:24,72536.00000000,72536.00000000,240.00000000,0.332,72296.00000000,72961.00000000,71436.00000000,25457.34455000,72536.00000000,72536.01000000,72178.86010042
2024-10-31 18:10:25,72531.73000000,72531.73000000,263.73000000,0.365,72268.00000000,72961.00000000,71436.00000000,25461.69226000,72531.73000000,72531.74000000,72179.02420086
2024-10-31 18:11:25,72406.00000000,72406.00000000,115.19000000,0.159,72290.81000000,72961.00000000,71436.00000000,25498.98656000,72405.99000000,72406.00000000,72179.73579363
2024-10-31 18:12:25,72390.01000000,72390.01000000,122.01000000,0.169,72268.00000000,72961.00000000,71436.00000000,25519.48013000,72390.00000000,72390.01000000,72179.92726248
2024-10-31 18:13:26,72400.00000000,72400.00000000,155.88000000,0.216,72244.12000000,72961.00000000,71436.00000000,25541.48016000,72399.99000000,72400.00000000,72180.10193522
2024-10-31 18:14:26,72420.01000000,72420.01000000,174.01000000,0.241,72246.00000000,72961.00000000,71436.00000000,25552.62370000,72420.00000000,72420.01000000,72180.24518865
2024-10-31 18:15:26,72424.25000000,72424.25000000,178.25000000,0.247,72246.00000000,72961.00000000,71436.00000000,25536.44502000,72424.24000000,72424.25000000,72180.26531753
2024-10-31 18:16:27,72446.69000000,72446.69000000,146.70000000,0.203,72299.99000000,72961.00000000,71436.00000000,25548.14605000,72446.69000000,72446.70000000,72180.49633696
2024-10-31 18:17:27,72454.00000000,72454.01000000,146.01000000,0.202,72308.00000000,72961.00000000,71436.00000000,25552.06357000,72454.00000000,72454.01000000,72180.59802761
2024-10-31 18:18:27,72400.00000000,72400.00000000,134.13000000,0.186,72265.87000000,72961.00000000,71436.00000000,25564.01789000,72400.00000000,72400.01000000,72180.73365328
2024-10-31 18:19:28,72366.00000000,72366.00000000,118.53000000,0.164,72247.47000000,72961.00000000,71436.00000000,25561.15551000,72366.00000000,72366.01000000,72180.77954966
2024-10-31 18:20:28,72383.00000000,72383.00000000,147.31000000,0.204,72235.69000000,72961.00000000,71436.00000000,25552.00324000,72382.99000000,72383.00000000,72180.79223471
2024-10-31 18:21:28,72390.01000000,72390.00000000,163.99000000,0.227,72226.01000000,72961.00000000,71436.00000000,25558.15106000,72390.00000000,72390.01000000,72180.89135333
2024-10-31 18:22:29,72362.24000000,72362.24000000,136.23000000,0.189,72226.01000000,72961.00000000,71436.00000000,25565.91248000,72362.24000000,72362.25000000,72181.01346857
2024-10-31 18:23:29,72341.71000000,72341.71000000,127.01000000,0.176,72214.70000000,72961.00000000,71436.00000000,25570.97404000,72341.70000000,72341.71000000,72181.07259611
2024-10-31 18:24:30,72341.91000000,72341.91000000,100.06000000,0.139,72241.85000000,72961.00000000,71436.00000000,25580.24335000,72341.90000000,72341.91000000,72181.15182593
2024-10-31 18:25:30,72294.92000000,72294.92000000,46.91000000,0.065,72248.01000000,72961.00000000,71436.00000000,25575.07523000,72294.92000000,72294.93000000,72181.19692564
2024-10-31 18:26:30,72337.98000000,72337.98000000,125.34000000,0.174,72212.64000000,72961.00000000,71436.00000000,25594.03077000,72337.98000000,72337.99000000,72181.32836812
2024-10-31 18:27:31,72313.98000000,72313.98000000,141.98000000,0.197,72172.00000000,72961.00000000,71436.00000000,25575.46321000,72313.97000000,72313.98000000,72181.38015582
2024-10-31 18:28:31,72304.01000000,72304.01000000,122.01000000,0.169,72182.00000000,72961.00000000,71436.00000000,25543.55329000,72304.00000000,72304.01000000,72181.41517906
2024-10-31 18:29:31,72328.45000000,72328.45000000,142.46000000,0.197,72185.99000000,72961.00000000,71436.00000000,25505.71720000,72328.45000000,72328.46000000,72181.45690473
2024-10-31 18:30:32,72330.00000000,72330.00000000,146.00000000,0.202,72184.00000000,72961.00000000,71436.00000000,25514.07771000,72330.00000000,72330.01000000,72181.69072585
2024-10-31 18:31:32,72336.99000000,72336.99000000,139.73000000,0.194,72197.26000000,72961.00000000,71436.00000000,25509.46440000,72336.98000000,72336.99000000,72181.73500200
2024-10-31 18:32:32,72359.99000000,72359.99000000,179.99000000,0.249,72180.00000000,72961.00000000,71436.00000000,25509.73018000,72359.99000000,72360.00000000,72181.78262852
2024-10-31 18:33:33,72333.15000000,72333.15000000,95.65000000,0.132,72237.50000000,72961.00000000,71436.00000000,25496.98030000,72333.15000000,72333.16000000,72181.85385329
2024-10-31 18:34:33,72330.56000000,72330.56000000,78.54000000,0.109,72252.02000000,72961.00000000,71436.00000000,25499.83541000,72330.55000000,72330.56000000,72181.89893971
2024-10-31 18:35:34,72333.99000000,72333.99000000,92.22000000,0.128,72241.77000000,72961.00000000,71436.00000000,25497.92044000,72333.99000000,72334.00000000,72181.92519631
2024-10-31 18:36:34,72367.56000000,72367.57000000,83.84000000,0.116,72283.73000000,72961.00000000,71436.00000000,25488.88977000,72367.56000000,72367.57000000,72181.91705081
2024-10-31 18:37:34,72342.34000000,72342.34000000,67.93000000,0.094,72274.41000000,72961.00000000,71436.00000000,25497.24803000,72342.34000000,72342.35000000,72181.97424942
2024-10-31 18:38:35,72288.79000000,72288.79000000,74.79000000,0.104,72214.00000000,72961.00000000,71436.00000000,25499.76759000,72288.79000000,72288.80000000,72182.04791886
2024-10-31 18:39:35,72280.00000000,72280.00000000,69.15000000,0.096,72210.85000000,72961.00000000,71436.00000000,25509.67767000,72280.00000000,72280.01000000,72182.10660241
2024-10-31 18:40:35,72276.66000000,72276.66000000,62.31000000,0.086,72214.35000000,72961.00000000,71436.00000000,25499.04078000,72276.65000000,72276.66000000,72182.09832229
2024-10-31 18:41:36,72304.04000000,72304.04000000,74.05000000,0.103,72229.99000000,72961.00000000,71436.00000000,25512.54217000,72304.04000000,72304.05000000,72182.16634248
2024-10-31 18:42:36,72313.63000000,72313.63000000,55.63000000,0.077,72258.00000000,72961.00000000,71436.00000000,25510.49598000,72313.63000000,72313.64000000,72182.17016172
2024-10-31 18:43:36,72299.98000000,72299.98000000,74.66000000,0.103,72225.32000000,72961.00000000,71436.00000000,25507.28805000,72299.98000000,72299.99000000,72182.19163587
2024-10-31 18:44:37,72268.00000000,72265.05000000,41.06000000,0.057,72223.99000000,72961.00000000,71436.00000000,25523.90914000,72265.05000000,72265.06000000,72182.29162437
2024-10-31 18:45:37,72250.00000000,72250.01000000,50.01000000,0.069,72200.00000000,72961.00000000,71436.00000000,25540.94284000,72250.00000000,72250.01000000,72182.35434191
2024-10-31 18:46:37,72251.01000000,72251.01000000,174.01000000,0.241,72077.00000000,72961.00000000,71436.00000000,25508.80420000,72251.01000000,72251.02000000,72182.49032458
2024-10-31 18:47:38,72262.00000000,72261.99000000,191.91000000,0.266,72070.08000000,72961.00000000,71436.00000000,25476.45044000,72261.99000000,72262.00000000,72182.72911832
2024-10-31 18:48:39,72240.51000000,72240.51000000,168.52000000,0.234,72071.99000000,72961.00000000,71436.00000000,25459.33400000,72240.50000000,72240.51000000,72182.85679465
2024-10-31 18:49:39,72261.98000000,72261.98000000,190.01000000,0.264,72071.97000000,72961.00000000,71436.00000000,25453.12253000,72261.98000000,72261.99000000,72182.94717140
2024-10-31 18:50:39,72259.27000000,72259.27000000,182.65000000,0.253,72076.62000000,72961.00000000,71436.00000000,25453.77726000,72259.26000000,72259.27000000,72183.03461206
2024-10-31 18:51:40,72254.02000000,72254.02000000,207.20000000,0.288,72046.82000000,72961.00000000,71436.00000000,25445.02416000,72254.02000000,72254.03000000,72183.11539587
2024-10-31 18:52:40,72234.60000000,72234.60000000,205.81000000,0.286,72028.79000000,72961.00000000,71436.00000000,25494.53225000,72234.59000000,72234.60000000,72183.35425569
2024-10-31 18:53:41,72230.01000000,72230.01000000,221.05000000,0.307,72008.96000000,72961.00000000,71436.00000000,25498.96419000,72230.01000000,72230.02000000,72183.44061063
2024-10-31 18:54:41,72234.27000000,72234.27000000,208.50000000,0.289,72025.77000000,72961.00000000,71436.00000000,25501.42694000,72234.27000000,72234.28000000,72183.50395916
2024-10-31 18:55:41,72236.60000000,72236.60000000,229.99000000,0.319,72006.61000000,72961.00000000,71436.00000000,25492.28795000,72236.59000000,72236.60000000,72183.63656176
2024-10-31 18:56:42,72238.05000000,72238.05000000,264.04000000,0.367,71974.01000000,72961.00000000,71436.00000000,25434.92377000,72238.04000000,72238.05000000,72184.12928944
2024-10-31 18:57:42,72235.84000000,72235.84000000,285.85000000,0.397,71949.99000000,72961.00000000,71436.00000000,25410.02561000,72235.84000000,72235.85000000,72184.38548598
2024-10-31 18:58:42,72235.85000000,72235.85000000,299.23000000,0.416,71936.62000000,72961.00000000,71436.00000000,25388.96552000,72235.84000000,72235.85000000,72184.60650191
2024-10-31 18:59:43,72226.01000000,72226.00000000,249.77000000,0.347,71976.23000000,72961.00000000,71436.00000000,25405.70104000,72226.00000000,72226.01000000,72184.85334940
2024-10-31 19:00:43,72218.36000000,72218.36000000,230.03000000,0.320,71988.33000000,72961.00000000,71436.00000000,25436.65663000,72218.36000000,72218.37000000,72185.21960085
2024-10-31 19:01:44,72218.36000000,72218.36000000,216.54000000,0.301,72001.82000000,72961.00000000,71436.00000000,25412.86297000,72218.36000000,72218.37000000,72185.45297084
2024-10-31 19:02:44,72254.00000000,72254.00000000,314.00000000,0.436,71940.00000000,72961.00000000,71436.00000000,25374.97823000,72253.99000000,72254.00000000,72185.95146488
2024-10-31 19:03:44,72250.00000000,72250.00000000,341.41000000,0.475,71908.59000000,72961.00000000,71436.00000000,25363.45932000,72250.00000000,72250.01000000,72186.26425130
2024-10-31 19:04:45,72212.13000000,72212.13000000,392.12000000,0.546,71820.01000000,72961.00000000,71436.00000000,25274.33200000,72212.12000000,72212.13000000,72187.52576479
2024-10-31 19:05:45,72202.94000000,72202.94000000,405.35000000,0.565,71797.59000000,72961.00000000,71436.00000000,25200.51531000,72202.93000000,72202.94000000,72188.85881720
2024-10-31 19:06:45,72170.01000000,72170.01000000,190.01000000,0.264,71980.00000000,72961.00000000,71436.00000000,25170.57685000,72170.00000000,72170.01000000,72189.62341022
